,IsRecentlyVerified,DateLastVerified,ID,UUID,DataProviderID,OperatorID,UsageTypeID,Connections,NumberOfPoints,StatusTypeID,DateLastStatusUpdate,DataQualityLevel,DateCreated,SubmissionStatusTypeID,AddressInfo.ID,AddressInfo.Title,AddressInfo.AddressLine1,AddressInfo.StateOrProvince,AddressInfo.Postcode,AddressInfo.CountryID,AddressInfo.Latitude,AddressInfo.Longitude,AddressInfo.DistanceUnit,AddressInfo.Town,GeneralComments,AddressInfo.RelatedURL,UsageCost,AddressInfo.AddressLine2,AddressInfo.AccessComments,AddressInfo.ContactTelephone1,AddressInfo.ContactEmail,AddressInfo.ContactTelephone2,ID,ConnectionTypeID,StatusTypeID,LevelID,PowerKW,CurrentTypeID,Quantity,Reference,Amps,Voltage,Comments
10,True,2023-01-17T22:53:00Z,212424,DC6664F5-EAE1-4838-81B6-D6E2BB3B7202,1,3504.0,1.0,"[{'ID': 353652, 'ConnectionTypeID': 33, 'StatusTypeID': 50, 'LevelID': 3, 'Amps': 250, 'PowerKW': 120.0, 'CurrentTypeID': 30, 'Quantity': 4}]",4,50,2023-01-17T22:53:00Z,1,2023-01-17T14:01:00Z,200,212804,Meester Cramerweg,Meester Cramerweg,Drenthe,7913 WB,159,52.710549409171165,6.517221954540901,0,Hoogeveen,,,€0.71/kWh,,,,,,353652.0,33.0,50.0,3.0,120.0,30.0,4.0,,250.0,,
11,True,2023-01-17T22:53:00Z,212423,C70CDFC4-7983-4EBB-B5B2-BDED2CF8AE57,1,3504.0,1.0,"[{'ID': 353651, 'ConnectionTypeID': 33, 'StatusTypeID': 50, 'LevelID': 3, 'Amps': 250, 'PowerKW': 60.0, 'CurrentTypeID': 30, 'Quantity': 2}]",2,50,2023-01-17T22:53:00Z,1,2023-01-17T14:00:00Z,200,212803,Zeemansstraat,Zeemansstraat 21,Noord-Holland,1506 CS,159,52.440784547014516,4.821080344094412,0,Zaandam,,,€0.71/kWh,,,,,,353651.0,33.0,50.0,3.0,60.0,30.0,2.0,,250.0,,
12,True,2023-01-17T22:53:00Z,212422,D5563442-3D8D-4026-8414-0ABA137DA984,1,3504.0,1.0,"[{'ID': 353650, 'ConnectionTypeID': 33, 'StatusTypeID': 50, 'LevelID': 3, 'Amps': 250, 'Voltage': 1000, 'PowerKW': 120.0, 'CurrentTypeID': 30, 'Quantity': 8}]",8,50,2023-01-17T22:53:00Z,1,2023-01-17T13:57:00Z,200,212802,Oude Groenewoudseweg,Oude Groenewoudseweg 365,Gelderland,6524 WZ,159,51.83215405018595,5.859914320165842,0,,,,€0.71/kWh incl. VAT,Nijmegen-Oost,,,,,353650.0,33.0,50.0,3.0,120.0,30.0,8.0,,250.0,1000.0,
13,True,2023-01-05T09:06:00Z,211127,824F3540-68D8-4929-84A9-B4E5DBEF4B97,1,69.0,4.0,"[{'ID': 351964, 'ConnectionTypeID': 25, 'StatusTypeID': 50, 'LevelID': 2, 'PowerKW': 22.0, 'CurrentTypeID': 20, 'Quantity': 2}]",2,50,2023-01-05T09:06:00Z,1,2023-01-05T09:04:00Z,200,211507,Parking Hoogvliet,De Halte 269,Gelderland,6711 NZ,159,52.04184477866,5.666623285234095,0,Ede,,,,,,,,,351964.0,25.0,50.0,2.0,22.0,20.0,2.0,,,,
14,True,2023-03-17T12:41:00Z,211037,5262217F-0A62-45EE-98E5-3FF601A11B46,1,3571.0,1.0,"[{'ID': 351776, 'ConnectionTypeID': 25, 'StatusTypeID': 50, 'LevelID': 2, 'Amps': 16, 'Voltage': 400, 'PowerKW': 11.0, 'CurrentTypeID': 20, 'Quantity': 1}]",2,50,2023-03-17T12:41:00Z,1,2022-12-30T11:13:00Z,200,211417,Kamp 26 02,Kamp 26 02,,,159,52.504648974557625,5.481985227164159,0,Lelystad,,,,,Next to garbage recycling station.,,,,351776.0,25.0,50.0,2.0,11.0,20.0,1.0,,16.0,400.0,
15,True,2022-12-26T20:29:00Z,210962,402BC01C-1768-45D7-96EA-143BFC684F2E,1,47.0,1.0,"[{'ID': 351647, 'ConnectionTypeID': 2, 'Reference': 'NLEFLEV1490043', 'StatusTypeID': 50, 'LevelID': 3, 'PowerKW': 100.0, 'CurrentTypeID': 30, 'Quantity': 1}, {'ID': 351648, 'ConnectionTypeID': 33, 'StatusTypeID': 50, 'LevelID': 3, 'PowerKW': 180.0, 'CurrentTypeID': 30, 'Quantity': 3}]",2,50,2022-12-26T20:29:00Z,1,2022-12-26T14:44:00Z,200,211342,Jan Tinbergenweg,Jan Tinbergenweg 3,North Holland,1689 ZV,159,52.68088528852729,5.084495657004027,0,Zwaag,,,,,,,,,351647.0,2.0,50.0,3.0,100.0,30.0,1.0,NLEFLEV1490043,,,
16,True,2022-12-13T14:18:00Z,210384,AAB6EA96-7F03-42DA-AF1E-BB8644854DDE,1,63.0,1.0,"[{'ID': 350395, 'ConnectionTypeID': 25, 'Reference': 'NL*GFX*EPP004046*2', 'StatusTypeID': 50, 'LevelID': 2, 'Amps': 30, 'Voltage': 230, 'PowerKW': 6.0, 'CurrentTypeID': 10, 'Quantity': 1}, {'ID': 350396, 'ConnectionTypeID': 25, 'Reference': 'NL*GFX*EPP004046*1', 'StatusTypeID': 50, 'LevelID': 2, 'Amps': 30, 'Voltage': 230, 'PowerKW': 6.0, 'CurrentTypeID': 10, 'Quantity': 1}]",1,50,2022-12-13T14:18:00Z,1,2022-12-10T12:36:00Z,200,210764,Theemsstraat,Theemsstraat,North Holland,2014 RZ,159,52.37507619143503,4.613204035808508,0,Haarlem,,,,,,,,,350395.0,25.0,50.0,2.0,6.0,10.0,1.0,NL*GFX*EPP004046*2,30.0,230.0,
17,True,2022-12-15T15:45:00Z,210349,1BA14176-821A-4B5C-B22A-D4ECF02448DF,1,1.0,4.0,"[{'ID': 350318, 'ConnectionTypeID': 25, 'StatusTypeID': 50, 'LevelID': 2, 'PowerKW': 17.0, 'CurrentTypeID': 20, 'Quantity': 2}, {'ID': 350319, 'ConnectionTypeID': 25, 'StatusTypeID': 50, 'LevelID': 2, 'PowerKW': 13.0, 'CurrentTypeID': 20, 'Quantity': 1}]",2,50,2022-12-15T15:45:00Z,1,2022-12-09T16:18:00Z,200,210729,Parkeerterrein Regius College,Julianalaan,Noord-Holland,1741 CL,159,52.783795024517815,4.797450942261776,0,Schagen,,,,,,,,,350318.0,25.0,50.0,2.0,17.0,20.0,2.0,,,,
18,True,2023-01-17T22:54:00Z,209765,36CA222A-F89B-420D-B8F1-380D90701DCC,1,3504.0,1.0,"[{'ID': 349049, 'ConnectionTypeID': 33, 'StatusTypeID': 50, 'LevelID': 3, 'Amps': 136, 'Voltage': 440, 'PowerKW': 30.0, 'CurrentTypeID': 30, 'Quantity': 5}]",5,50,2023-01-17T22:54:00Z,1,2022-11-04T12:43:00Z,200,210145,Bavoort LEAP24 Semi-Fast charger,Treekerweg 28,Utrecht,3832 GW,159,52.12276082899771,5.400444811984585,0,Leusden,,http://leap24.eu,"0,55 €/kWh",Leusden-Zuid,,,,,349049.0,33.0,50.0,3.0,30.0,30.0,5.0,,136.0,440.0,
19,True,2022-10-16T09:57:00Z,208214,8C1FD358-ED02-4E4F-BD09-41ABFFF96520,1,1.0,4.0,"[{'ID': 346514, 'ConnectionTypeID': 25, 'StatusTypeID': 50, 'LevelID': 2, 'PowerKW': 11.0, 'Quantity': 1}]",4,50,2022-10-16T09:57:00Z,1,2022-10-15T09:32:00Z,200,208594,Avelingen-West,Avelingen-West,South Holland,4202MS,159,51.8360073270031,4.939790531752465,0,Gorinchem,,,,,,,,,346514.0,25.0,50.0,2.0,11.0,,1.0,,,,
20,True,2023-02-13T21:02:00Z,208212,FB80590A-D651-4DAC-86B7-20FA97E75F1B,1,1.0,4.0,"[{'ID': 346511, 'ConnectionTypeID': 25, 'StatusTypeID': 50, 'LevelID': 2, 'PowerKW': 11.0, 'Quantity': 1}]",4,50,2023-02-13T21:02:00Z,1,2022-10-15T09:26:00Z,200,208592,50 Van Heemstraweg,50 Van Heemstraweg,Gelderland,6658KH,159,51.87832100591848,5.522909074397148,0,West Maas en Waal,CPID LIB_2912,,,,,,,,346511.0,25.0,50.0,2.0,11.0,,1.0,,,,
21,True,2022-10-10T19:59:00Z,207411,F8A12675-1011-453F-A988-6FFCD92E2089,1,63.0,4.0,"[{'ID': 345323, 'ConnectionTypeID': 25, 'Reference': 'NL-GFX-ENTLP007209-2', 'StatusTypeID': 50, 'LevelID': 2, 'PowerKW': 17.0, 'CurrentTypeID': 20, 'Quantity': 1}, {'ID': 345324, 'ConnectionTypeID': 25, 'Reference': 'NL-GFX-ENTLP007209-1', 'StatusTypeID': 50, 'LevelID': 2, 'PowerKW': 17.0, 'CurrentTypeID': 20, 'Quantity': 1}]",1,50,2022-10-10T19:59:00Z,1,2022-10-10T18:40:00Z,200,207791,4 Einsteinstraat,4 Einsteinstraat,North Holland,2014KS,159,52.36773974028,4.612164531240637,0,Haarlem,,,,,,+31 (0) 30 41 00 887,,,345323.0,25.0,50.0,2.0,17.0,20.0,1.0,NL-GFX-ENTLP007209-2,,,
22,True,2022-10-10T20:18:00Z,206938,4540E353-26BD-4D16-AE8E-C4A4FE87FC4E,1,103.0,1.0,"[{'ID': 344651, 'ConnectionTypeID': 25, 'Reference': 'NLALLEGO0043541', 'StatusTypeID': 50, 'LevelID': 2, 'PowerKW': 22.0, 'CurrentTypeID': 20, 'Quantity': 1}, {'ID': 345370, 'ConnectionTypeID': 25, 'Reference': 'NLALLEGO0043562', 'StatusTypeID': 50, 'LevelID': 2, 'PowerKW': 22.0, 'CurrentTypeID': 20, 'Quantity': 1}, {'ID': 345371, 'ConnectionTypeID': 25, 'Reference': 'NLALLEGO0043561', 'StatusTypeID': 50, 'LevelID': 2, 'PowerKW': 22.0, 'CurrentTypeID': 20, 'Quantity': 1}, {'ID': 345372, 'ConnectionTypeID': 25, 'Reference': 'NLALLEGO0043542', 'StatusTypeID': 50, 'LevelID': 2, 'PowerKW': 22.0, 'CurrentTypeID': 20, 'Quantity': 1}, {'ID': 345373, 'ConnectionTypeID': 25, 'Reference': 'NLALLEGO0043611', 'StatusTypeID': 50, 'LevelID': 2, 'PowerKW': 22.0, 'CurrentTypeID': 20, 'Quantity': 1}, {'ID': 345374, 'ConnectionTypeID': 25, 'Reference': 'NLALLEGO0043582', 'StatusTypeID': 50, 'LevelID': 2, 'PowerKW': 22.0, 'CurrentTypeID': 20, 'Quantity': 1}, {'ID': 345375, 'ConnectionTypeID': 25, 'Reference': 'NLALLEGO0043581', 'StatusTypeID': 50, 'LevelID': 2, 'PowerKW': 22.0, 'CurrentTypeID': 20, 'Quantity': 1}, {'ID': 345376, 'ConnectionTypeID': 25, 'Reference': 'NLALLEGO0043612', 'StatusTypeID': 50, 'LevelID': 2, 'PowerKW': 22.0, 'CurrentTypeID': 20, 'Quantity': 1}, {'ID': 345377, 'ConnectionTypeID': 25, 'Reference': 'NLALLEGO0043591', 'StatusTypeID': 50, 'LevelID': 2, 'PowerKW': 22.0, 'CurrentTypeID': 20, 'Quantity': 1}, {'ID': 345378, 'ConnectionTypeID': 25, 'Reference': 'NLALLEGO0043592', 'StatusTypeID': 50, 'LevelID': 2, 'PowerKW': 22.0, 'CurrentTypeID': 20, 'Quantity': 1}, {'ID': 345379, 'ConnectionTypeID': 25, 'Reference': 'NLALLEGO0043572', 'StatusTypeID': 50, 'LevelID': 2, 'PowerKW': 22.0, 'CurrentTypeID': 20, 'Quantity': 1}, {'ID': 345380, 'ConnectionTypeID': 25, 'Reference': 'NLALLEGO0043571', 'StatusTypeID': 50, 'LevelID': 2, 'PowerKW': 22.0, 'CurrentTypeID': 20, 'Quantity': 1}]",6,50,2022-10-10T20:18:00Z,1,2022-10-08T08:01:00Z,200,207318,Johanna's weg,Johanna's weg,North Holland,1901 NX,159,52.561055179424045,4.636920323230129,0,,,https://smoovapp.eu/,,,,,,,344651.0,25.0,50.0,2.0,22.0,20.0,1.0,NLALLEGO0043541,,,
23,True,2022-10-25T17:29:00Z,204836,2768743F-6912-4980-9EE3-5AE14A5AAB82,1,3574.0,1.0,"[{'ID': 342075, 'ConnectionTypeID': 25, 'Reference': '00302', 'StatusTypeID': 50, 'LevelID': 2, 'PowerKW': 22.0, 'CurrentTypeID': 20, 'Quantity': 2}, {'ID': 342076, 'ConnectionTypeID': 25, 'Reference': '00146', 'StatusTypeID': 50, 'LevelID': 2, 'PowerKW': 22.0, 'CurrentTypeID': 20, 'Quantity': 2}]",2,50,2022-10-25T17:29:00Z,1,2022-10-02T09:59:00Z,200,205203,Shakespeareplein,Shakespeareplein,Utrecht,3533 DA,159,52.088953646361034,5.0900749398151675,0,Utrecht,,https://www.wedrivesolar.nl,€ 0.52/kWh,,,+31(071)-568 19 06,,,342075.0,25.0,50.0,2.0,22.0,20.0,2.0,00302,,,
24,True,2022-10-02T11:45:00Z,204328,24CDBFD8-17F5-47CC-BCD8-B9FA3B8834C3,1,108.0,6.0,"[{'ID': 341395, 'ConnectionTypeID': 2, 'StatusTypeID': 50, 'LevelID': 3, 'PowerKW': 50.0, 'CurrentTypeID': 30, 'Quantity': 1}, {'ID': 341396, 'ConnectionTypeID': 33, 'StatusTypeID': 50, 'LevelID': 3, 'PowerKW': 50.0, 'CurrentTypeID': 30, 'Quantity': 1}, {'ID': 342096, 'ConnectionTypeID': 1036, 'StatusTypeID': 50, 'LevelID': 3, 'PowerKW': 43.0, 'CurrentTypeID': 20, 'Quantity': 1}]",1,50,2022-10-02T11:45:00Z,1,2022-09-27T10:27:00Z,200,204695,McDonald's Parallelweg,Parallelweg,North Holland,1948 NV,159,52.48018978217911,4.666021248274205,0,,In front of the McDonald's.,https://incharge.vattenfall.nl,€0.5014 / kWh,,,+31 (0) 88 363 7991,,,341395.0,2.0,50.0,3.0,50.0,30.0,1.0,,,,
25,False,2022-09-12T09:24:00Z,202500,7D5C607E-3FC4-44C9-8045-01E21AFC6030,1,63.0,1.0,"[{'ID': 338641, 'ConnectionTypeID': 25, 'Reference': 'NL-GFX-EPP004022-1', 'StatusTypeID': 50, 'LevelID': 2, 'Amps': 20, 'Voltage': 230, 'PowerKW': 6.0, 'CurrentTypeID': 10, 'Quantity': 1}, {'ID': 338732, 'ConnectionTypeID': 0, 'Reference': 'NL-GFX-EPP004022-2', 'StatusTypeID': 50, 'LevelID': 2, 'Amps': 20, 'Voltage': 230, 'PowerKW': 6.0, 'CurrentTypeID': 10, 'Quantity': 1}]",1,50,2022-09-12T09:24:00Z,1,2022-09-11T11:45:00Z,200,202867,Nieuwe Kerksplein 16,Nieuwe Kerksplein 16,North Holland,2011 ZT,159,52.37749070088256,4.629442271028097,0,Haarlem,,,,,,,,,338641.0,25.0,50.0,2.0,6.0,10.0,1.0,NL-GFX-EPP004022-1,20.0,230.0,
26,False,2022-09-07T18:21:00Z,202121,203B4AFA-7BEC-4216-ADDF-D450D1FA32AD,1,63.0,1.0,"[{'ID': 337815, 'ConnectionTypeID': 25, 'Reference': 'NL*GFX*EPP002195*1', 'StatusTypeID': 50, 'LevelID': 2, 'Amps': 30, 'Voltage': 230, 'PowerKW': 6.0, 'CurrentTypeID': 10, 'Quantity': 1}, {'ID': 337816, 'ConnectionTypeID': 25, 'Reference': 'NL*GFX*EPP002195*2', 'StatusTypeID': 50, 'LevelID': 2, 'Amps': 30, 'Voltage': 230, 'PowerKW': 6.0, 'CurrentTypeID': 10, 'Quantity': 1}]",1,50,2022-09-07T18:21:00Z,1,2022-09-07T10:21:00Z,200,202488,Stephensonstraat 39,Stephensonstraat 39,North Holland,2014 KB,159,52.369181828691126,4.613651889691823,0,Haarlem,,,,,,,,,337815.0,25.0,50.0,2.0,6.0,10.0,1.0,NL*GFX*EPP002195*1,30.0,230.0,
27,False,2022-09-04T11:17:00Z,201483,ABEFE2A5-906F-4FD8-AB17-9DB38A65C6FA,1,103.0,4.0,"[{'ID': 336200, 'ConnectionTypeID': 25, 'Reference': 'NLALLEGO014481-1', 'StatusTypeID': 50, 'LevelID': 2, 'Amps': 32, 'Voltage': 480, 'PowerKW': 26.6, 'CurrentTypeID': 20, 'Quantity': 2}]",1,50,2022-09-04T11:17:00Z,1,2022-09-01T20:25:00Z,200,201847,Robijnstraat,Robijnstraat,South Holland,2332JL,159,52.15618310880117,4.463912704653239,0,Leiden,,http://www.allego.eu,,,,08003745337,,,336200.0,25.0,50.0,2.0,26.6,20.0,2.0,NLALLEGO014481-1,32.0,480.0,
28,False,2022-09-04T11:18:00Z,201482,A4C6D240-C23B-421C-824C-07FE370651B8,1,103.0,4.0,"[{'ID': 336199, 'ConnectionTypeID': 33, 'Reference': 'NLALLEGO0059691', 'StatusTypeID': 50, 'LevelID': 2, 'Amps': 32, 'Voltage': 480, 'PowerKW': 26.6, 'CurrentTypeID': 20, 'Quantity': 2}]",2,50,2022-09-04T11:18:00Z,1,2022-09-01T20:18:00Z,200,201846,7 Carneoolstraat,7 Carneoolstraat,South Holland,2332KA,159,52.1546048796059,4.460548931738117,0,Leiden,,https://www.allego.eu,.40,,,08003745337,,,336199.0,33.0,50.0,2.0,26.6,20.0,2.0,NLALLEGO0059691,32.0,480.0,
29,False,2022-09-08T15:21:00Z,201301,AF71D9AD-0018-4685-9188-0F44CB854CC4,1,1.0,0.0,"[{'ID': 335771, 'ConnectionTypeID': 25, 'Reference': '03008537', 'StatusTypeID': 50, 'LevelID': 2, 'PowerKW': 7.4, 'CurrentTypeID': 20, 'Quantity': 1}]",1,50,2022-09-08T15:21:00Z,1,2022-08-26T12:12:00Z,200,201664,Stephensonstraat,Stephensonstraat,North Holland,2014 KD,159,52.36994650289088,4.614159016727285,0,Haarlem,,,,,"Not sure if it's actually public. Single parking spot next to a store, but there's no sign indicating private property.",,,,335771.0,25.0,50.0,2.0,7.4,20.0,1.0,03008537,,,
30,False,2022-08-28T19:50:00Z,201300,AAA11413-C7AF-4C51-97EA-78522E7287E3,1,1.0,1.0,"[{'ID': 335770, 'ConnectionTypeID': 25, 'StatusTypeID': 50, 'CurrentTypeID': 20, 'Quantity': 2}]",1,50,2022-08-28T19:50:00Z,1,2022-08-26T12:09:00Z,200,201663,Rutherfordstraat,Rutherfordstraat,North Holland,2014 KA,159,52.370876207248756,4.614198948038165,0,Haarlem,,,,,,,,,335770.0,25.0,50.0,,,20.0,2.0,,,,
31,False,2022-08-12T06:28:00Z,195040,7694A444-92E2-4AF8-8FEB-ED98004AA89D,1,3299.0,1.0,"[{'ID': 317842, 'ConnectionTypeID': 33, 'StatusTypeID': 50, 'LevelID': 3, 'PowerKW': 350.0, 'CurrentTypeID': 30, 'Quantity': 3}]",3,50,2022-08-12T06:28:00Z,1,2022-08-11T23:09:00Z,200,195399,IONITY Mienscheer,"Rijksweg A2 7, Niebert",Groningen,9365 TK,159,53.161647,6.292686,0,Niebert,,,,,,,,,317842.0,33.0,50.0,3.0,350.0,30.0,3.0,,,,
32,False,2022-08-08T09:47:00Z,194587,48967583-C8DC-4C72-9732-DC290E0356F2,1,63.0,1.0,"[{'ID': 317243, 'ConnectionTypeID': 25, 'Reference': 'NL-GFX-EPP004181-1', 'StatusTypeID': 50, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 20, 'Quantity': 1}, {'ID': 317244, 'ConnectionTypeID': 25, 'Reference': 'NL-GFX-EPP004181-2', 'StatusTypeID': 50, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 20, 'Quantity': 1}]",1,50,2022-08-08T09:47:00Z,1,2022-08-07T10:45:00Z,200,194946,Pijlslaan,Pijlslaan,North Holland,2014 TL,159,52.372003720140015,4.611520743119058,0,Haarlem,,,"€0.27 per session, €0.31 per kWh, free parking",,,,,,317243.0,25.0,50.0,2.0,11.0,20.0,1.0,NL-GFX-EPP004181-1,,,
